OP,A1,A2,A3,A4,A5
+,6474,3716,5751,1664,40
+,738,3584,7298,575,3259
+,847,219,5852,2326,2486
-,7376,7015,6025,8120,2977
+,9227,1268,4948,7302,7541
+,7945,1383,4523,1909,3858
+,2775,825,7958,596,1682
+,8431,7521,1239,4223,7829
+,7834,9112,4107,3209,3130
+,722,6794,9645,6201,850
+,7511,5845,3241,5050,8095
+,9007,1527,1279,2808,9537
+,3356,1981,2084,4540,3233
+,429,6746,3792,3961,4765
-,7612,1916,2497,3296,100
+,8618,7734,397,5133,2204
+,4194,9569,3667,6876,438
+,2196,4582,8521,6796,11
+,3411,5515,2015,8593,3003
+,3868,160,455,6028,715
+,6329,861,789,1442,2144
+,1824,3778,1988,6230,490
+,2105,3927,7680,6922,7532
+,9754,4240,6029,9911,1763
+,7876,4758,5238,138,2637
-,4791,1586,9160,5593,9815
+,7033,9920,5218,6016,8783
+,4983,3110,4143,4192,7393
+,6941,7316,6680,8835,3372
+,1717,87,7658,9827,6098
+,42,7437,6185,165,2630
+,8380,2596,3572,8777,684
+,2490,8869,6987,4761,8251
+,2777,1690,3002,5998,9782
+,92,4422,8154,6896,3984
+,3955,2499,1262,3180,3456
-,296,2934,202,9007,3496
+,6539,5038,2322,4771,3583
+,9382,2611,8331,2162,2692
+,7703,5133,8379,3481,6907
+,7333,3330,1479,5215,2024
+,7793,8015,3390,5838,264
+,5894,8761,7706,1782,3328
+,514,2990,2246,3231,4557
+,9,4787,3875,5416,4986
+,6963,777,9700,3095,8874
+,8321,2829,8956,1373,3857
-,7173,6693,9039,7414,8357
+,5782,730,5268,9073,9646
+,2537,473,4004,9619,256
+,737,6564,4415,6617,3941
+,807,3329,4460,3267,2474
+,8872,858,1481,8674,302
+,4426,5627,404,2808,3020
+,7295,756,2311,2987,4684
+,8066,2455,2709,9225,8797
+,8420,150,8686,5629,6839
+,2622,4451,965,7993,2808
-,7813,6606,1144,7967,4780
+,6443,6956,6454,1864,8240
+,8676,375,9254,845,9225
+,5167,7510,5705,7844,659
+,8803,1966,9423,8577,3337
+,2482,9568,7380,7607,6345
+,5945,2217,7039,2040,8190
+,2135,4489,3062,9489,1351
+,3349,8022,7343,9254,3706
+,9978,1304,5503,2266,6422
+,5860,4046,7893,1976,5040
-,9201,4347,1169,1724,3685
+,8733,3995,9076,9979,6105
+,848,1096,9224,3387,3394
+,1382,8943,631,7187,326
+,9469,2608,4583,9318,1548
+,3455,1120,3847,5156,3426
+,950,1220,2070,8596,9071
+,1077,9855,8512,3943,1638
+,7426,2323,2149,3766,6873
+,8203,2179,4700,8923,1877
+,7002,9868,8623,147,9527
-,1136,5677,8332,3676,6834
+,2877,2993,897,5839,6259
+,4119,1407,2958,9495,3083
+,9808,7305,6686,4064,4113
+,533,8367,7096,3475,2734
+,743,5148,3782,229,5572
+,2511,3981,4401,5537,9831
+,2095,1363,6675,6029,6729
+,3165,4469,8661,498,5396
+,3006,5371,784,1856,3203
+,9975,156,4174,1067,866
-,4231,481,2151,9757,2827
+,9621,7840,2434,4581,2232
+,8724,1657,3279,1123,731
+,8836,8988,1946,7881,3104
+,7860,2121,434,3895,8364
+,9390,5802,4771,4906,2565
+,1324,6361,5334,6422,533
+,4783,6625,8013,2551,9212
+,5252,600,8136,7288,1399
+,5866,5572,3208,9386,6480
+,8524,7842,3069,8352,2248
-,6165,3801,1388,8245,4265
+,2689,9039,1286,8748,356
+,4200,1038,2182,1433,4889
+,8914,9074,9510,6746,9916
+,414,8672,7687,8244,8214
+,8660,1422,2174,5682,1372
+,9970,6205,5579,24,8575
+,8076,2941,7080,7298,5459
+,236,9857,6454,5052,3986
+,5816,2631,7140,7071,967
+,8840,9157,8804,2747,3593
-,3512,117,81,976,9849
+,9259,1682,534,2985,699
+,4380,8595,2403,3153,7183
+,1683,730,8523,7928,8380
+,2238,483,2178,1500,5724
+,5302,8971,2678,2143,1478
+,6353,1273,2491,6709,7489
+,5887,5699,9122,8645,8273
+,4033,4432,3763,3121,931
+,7575,9299,2769,5931,4078
+,555,5641,4746,5466,3086
-,4462,1185,5367,9236,6870
+,3326,6067,4657,2540,3153
+,9110,686,8957,3710,6898
+,1703,9996,3746,3198,7128
+,8956,9122,9693,5449,7192
+,4451,2954,915,893,819
+,6362,6956,7369,4930,8048
+,7553,7798,4716,7543,5209
+,5781,914,7755,5934,3148
+,7658,2609,2578,901,3202
+,4189,7066,7663,7175,9877
-,6155,9770,5772,3623,936
+,5408,2516,338,1735,7400
+,6263,3040,3979,1497,6669
+,3940,3169,6938,22,2363
+,4636,2514,185,9313,993
+,3994,4198,5698,6543,8703
+,8959,5142,8818,9769,10
+,4682,1001,5377,5805,6541
+,9912,5204,262,7412,7687
+,5306,3869,3312,7064,4111
+,2833,3091,8320,171,3074
-,2607,4852,8904,9490,5238
+,9908,9438,7146,760,7104
+,6088,7867,6540,6690,7125
+,9827,2201,4589,2537,3636
+,7516,9735,5110,3086,2751
+,5313,9583,1756,6816,8708
+,2110,7710,1077,8782,4607
+,2028,2179,1305,2653,2853
+,8695,8967,4293,5950,1585
+,7469,7725,2966,3645,9628
+,5218,4197,4205,4814,889
-,7011,8071,8153,9375,1441
+,9578,1728,939,3483,8353
+,184,5355,6948,7757,5271
+,8999,5706,8524,5342,9547
+,5237,7381,4880,8299,8984
+,4443,4843,6284,7977,6770
+,2256,2636,9053,1560,2178
+,3837,6245,899,9766,1556
+,7073,618,4444,7116,4795
+,6151,6842,1005,8387,8786
+,1168,9015,2502,3879,9687
-,3147,5300,287,6015,7596
+,2827,5035,4966,2497,4123
+,5868,7252,6528,6800,2634
+,1528,6141,3847,3878,5395
+,2859,7452,6771,6214,2344
+,9352,8362,3933,4707,5050
+,6949,6665,9235,159,8807
+,2053,8715,2613,8257,2160
+,344,142,5680,9138,5438
+,2151,958,5280,8144,9968
+,2355,4616,6314,7890,4303
-,4422,1005,4063,8332,6794
+,1017,9827,2490,1146,5135
+,8202,4820,6990,4755,3236
+,9831,4441,1750,2429,6880
+,7271,8385,9118,2586,885
+,3302,7635,1829,9810,4898
+,8568,1016,1377,757,1908
+,7197,9404,5774,8002,7175
+,9603,7546,3726,935,2381
+,7317,8986,1890,6361,4856
+,2233,647,8030,6888,6910
-,772,4432,4979,221,976
+,691,2970,482,8350,5297
+,4537,7010,3849,8330,350
+,7069,5024,351,8732,1214
+,8477,3413,8773,341,5224
+,4179,2622,5325,893,292
+,8601,6483,3849,3783,8072
+,1072,7935,1066,1782,4381
+,4977,6034,2206,8491,9137
+,541,1334,4544,4673,6393
+,4381,1405,1744,9166,6643
-,3313,6689,1985,2236,1571
+,8174,4563,6753,845,7865
+,5334,3072,5529,7128,8661
+,4839,2467,1145,4319,3903
+,6753,7702,750,3751,1142
+,6132,1294,1762,9134,9540
+,7536,5550,1527,8779,6607
+,7939,8084,6816,9994,8017
+,8745,6984,6815,2653,8924
+,7586,2672,1185,3581,4143
+,9556,7393,7698,8309,9589
-,9908,9438,7146,760,7104
+,5317,4882,3053,6593,9896
+,6164,9819,268,5430,5106
+,2142,6244,5543,3994,9996
+,4271,4844,3646,4321,5065
+,4416,7128,1709,9193,1139
+,5931,6674,2023,6014,6472
+,5261,4410,7851,1112,4307
+,7483,2379,6473,6032,3013
+,7310,395,6757,3471,4667
+,4065,7350,311,6884,4756
-,3856,9083,8341,719,9243
+,9484,2562,7581,600,3732
+,6062,5589,7531,4826,1513
+,9845,8774,3173,9475,9851
+,3459,9419,7215,9239,8683
+,559,7317,7365,2285,7626
+,490,8294,8538,4535,6317
+,5182,321,432,7002,6190
+,8352,8419,1420,6530,3302
+,1799,5870,9930,2555,9975
+,6214,3186,4829,4810,2574
-,2332,9139,324,5867,5532
+,877,4105,7513,566,2770
+,8538,6968,8466,9243,858
+,8662,8940,1730,4559,2176
+,4693,3300,8603,1031,5334
+,7688,8121,9020,1554,1826
+,2394,6622,2015,2761,7610
+,9251,1865,7908,2095,6601
+,2933,5161,5047,3941,9731
+,1969,5962,848,4830,4595
+,9033,7175,4480,8025,8252
-,936,5986,4727,3825,25
+,2584,3345,950,6763,7967
+,3358,6589,85,3902,1225
+,4855,2221,5697,2906,7084
+,8818,7429,10000,6522,7566
+,2858,5815,5554,7167,8634
+,4423,6652,5397,8279,9842
+,4388,8530,3352,1194,7787
+,8112,8007,5540,5610,8223
+,9814,2897,9500,7059,9727
+,7989,5834,2297,1788,3419
-,1295,6475,944,7874,568
+,6277,442,9599,6875,4182
+,5582,5226,3496,3321,9907
+,664,8901,9865,9274,9409
+,33,8863,7658,1493,796
+,449,7136,4560,3068,187
+,771,1294,4199,6944,2910
+,6167,2769,688,2005,3659
+,36,8808,3985,7382,2579
+,3821,5138,1163,6263,8516
+,4881,449,5680,680,5783
-,640,6776,2503,7846,1182
+,3176,8266,6529,5735,370
+,2875,6050,4064,8190,1223
+,6831,4506,1416,4602,9234
+,9009,58,9705,2461,936
+,3125,5419,1405,6476,7494
+,9119,7660,8381,166,2064
+,1039,4541,396,2490,6489
+,7100,5051,7340,2236,5396
+,3105,9867,2871,7172,5123
+,9499,6137,3339,4394,7123
-,7221,2302,2115,2231,3696
+,4185,7868,698,6979,3241
+,5208,4882,8,1903,1835
+,9885,894,9490,8227,1875
+,6727,983,4029,8483,5580
+,7460,4373,912,4853,607
+,406,7053,9299,5807,4433
+,2116,5747,1502,9711,5826
+,4924,921,3477,4444,5721
+,739,1116,5325,6646,2811
+,2800,2221,2712,8098,9089
-,6263,3040,3979,1497,6669
+,3878,7493,8803,6827,4616
+,4023,4278,4314,61,2352
+,8298,1949,1920,4473,294
+,9954,1285,7873,652,2522
+,8518,1822,9702,1392,1681
+,9640,2335,9731,2577,6276
+,7871,3175,8913,662,9840
+,6563,725,2799,7746,1357
+,1580,4982,4326,5102,5875
+,1418,3166,6550,5360,153
-,4883,5326,1274,8830,3690
+,7447,5977,6816,3763,8188
+,7434,8631,5444,9254,1241
+,3409,3089,286,6461,771
+,5853,337,2074,1276,7252
+,7050,8639,7159,7627,6218
+,4244,1304,2095,7832,8113
+,2313,5996,5713,2941,4278
+,1745,1939,3715,2092,3855
+,2083,3131,8351,4356,6625
+,220,3776,7480,7956,5554
-,1972,9876,292,4640,8944
+,8172,4383,213,9803,184
+,5964,4856,7693,3419,4216
+,6515,7343,3171,3948,2021
+,3695,8786,2180,4767,4405
+,362,8730,5792,3250,2132
+,5371,5680,3296,163,9682
+,6437,8916,6258,3584,1693
+,2978,1146,5523,3683,3260
+,752,8619,1945,8292,5392
+,8396,4391,2951,9754,1463
-,6141,8765,6457,2813,942
+,958,1243,5135,5941,7228
+,4796,5560,8431,3469,1404
+,9773,4159,5717,3223,5001
+,7127,1435,3143,2638,4665
+,5340,3161,6300,9727,8008
+,1798,2225,1367,2184,2903
+,6664,4875,287,6368,7590
+,7188,795,314,567,8646
+,4209,1845,3401,2549,9350
+,8386,2895,977,1718,4608
-,8387,2565,7241,300,5022
+,7922,3860,1317,3207,39
+,7328,2962,5050,8591,3330
+,8560,3370,2007,8518,8490
+,6042,7751,1189,547,9656
+,3720,4306,7514,8742,1433
+,9597,5894,3570,6919,2993
+,2469,1905,4429,2213,3507
+,365,7595,2797,100,9753
+,9614,5626,5436,7449,7701
+,1814,2125,9444,6719,2400
-,6080,9359,9556,7835,190
+,6509,1715,9785,9037,6844
+,5239,6044,3498,2864,945
+,3475,8756,5504,5310,9814
+,1341,6534,8470,6204,6591
+,1819,6751,5240,8574,7553
+,7943,9005,9387,9142,8691
+,6672,3401,9889,3559,7295
+,6568,3886,1120,4227,1731
+,5604,1888,4288,2995,2481
+,7288,3370,6743,7503,9327
-,973,2839,4689,8362,3874
+,726,6893,3922,385,7397
+,7818,3608,6911,9241,1551
+,8097,6178,7707,2723,8029
+,753,7685,9034,2664,9813
+,6411,1875,5946,6378,9830
+,5888,8255,5592,4603,3867
+,1356,1668,7709,4117,3393
+,1005,6989,4244,5589,1682
+,3798,6686,6602,2280,5536
+,6253,6625,6295,3592,1800
-,4983,3110,4143,4192,7393
+,287,6851,6257,6363,1784
+,736,7224,9961,1741,9576
+,4823,3621,8084,1280,6069
+,3687,3758,7809,6359,6513
+,6871,9538,6599,3215,7407
+,9694,9140,661,8057,9544
+,1421,7122,4070,5401,8630
+,3650,7914,5755,4711,4771
+,6387,202,9037,1304,5628
+,2562,5619,2667,4226,1895
-,39,9940,4579,1045,8245
+,4896,367,4086,534,6890
+,6901,4384,2360,7513,143
+,1602,7146,9229,6887,7635
+,6685,9730,3689,6193,3498
+,3575,7200,9200,3734,1968
+,3600,271,262,9671,5967
+,6457,2597,5279,6450,7704
+,1877,1681,5968,6013,2854
+,4742,6731,3362,8751,3863
+,7912,1063,9952,8487,3104
-,5217,8810,9831,4684,8939
+,4313,5708,1263,2016,7455
+,8105,6935,8367,5023,4824
+,2207,5720,3857,2226,6686
+,4484,801,7029,9007,8400
+,227,1802,4731,515,8093
+,3889,4442,7426,1866,7400
+,2241,3869,6384,7300,6447
+,9082,934,6761,9216,3698
+,9178,8560,8305,4871,9883
+,6634,8389,2358,2942,3222
-,8813,3355,3847,6641,961
+,9847,6260,7674,872,9760
+,8832,4529,1677,5317,1367
+,3300,8752,1366,4798,1735
+,3918,15,7618,585,6574
+,4838,6513,4324,4907,4697
+,4263,5743,5342,8582,408
+,9981,4305,1253,4315,430
+,1284,3998,6078,4082,492
+,1011,2926,2436,1661,5392
+,4995,1028,7642,2377,9511
-,2532,8252,2268,7677,2853
+,9188,8180,1500,9752,3551
+,5459,6720,4937,7586,8865
+,6511,501,1445,5167,3019
+,9112,2207,477,8035,3994
+,278,5306,6648,3622,8145
+,2788,953,7706,7136,6770
+,1121,2522,3493,7419,8792
+,2594,4065,2305,5914,5578
+,7488,7964,3487,7370,6166
+,9232,9072,760,4271,1900
-,7043,1679,5234,4054,7561
+,161,6918,3853,2017,7284
+,6662,8679,2901,285,7580
+,5818,231,9734,762,308
+,3474,3532,76,9143,2000
+,6508,769,8984,2975,5886
+,1537,2616,1699,4221,9707
+,4099,7132,6785,9149,3785
+,6829,9834,7200,5280,6269
+,5216,3885,1599,5167,2762
+,4264,2226,527,7148,3646
-,4911,1002,5088,6978,5225
+,9395,5628,7384,2621,8910
+,8575,9659,4272,1764,3500
+,7637,7232,2837,5827,4453
+,4278,9794,6493,631,7295
+,2911,7536,243,8422,6390
+,1533,2159,5976,4436,8733
+,8432,4353,4950,5881,267
+,5016,2730,1630,9093,3572
+,2364,6720,9661,6952,5427
+,4876,2438,8953,6033,1908
-,8146,9858,5723,318,7570
+,4402,5005,3229,6402,9356
+,8335,2550,9439,319,9099
+,3403,3386,4924,8402,5186
+,4398,7680,7739,441,1655
+,8826,6633,2010,1747,7348
+,8292,5425,8872,8962,8521
+,7976,3961,5626,8855,5772
+,9483,5657,4434,2932,3205
+,9541,7509,4926,7748,3140
+,8376,3545,6444,2054,8916
-,4592,4576,8012,7862,9258
+,2758,9572,7773,1948,6053
+,3204,360,6986,6710,242
+,9600,4595,7319,4776,681
+,9738,5710,450,5347,8563
+,2977,154,7169,5417,6889
+,652,5975,8137,7435,7109
+,9966,2290,6849,7609,8547
+,2660,9608,2640,7927,2014
+,3601,3008,7273,4567,677
+,5000,2171,1615,8883,6395
-,9600,4595,7319,4776,681
+,6290,6398,3716,6346,4539
+,9362,8974,2896,8278,5601
+,7648,4040,9702,2234,5776
+,8526,5804,8518,241,81
+,694,3361,8987,1193,2696
+,5291,6098,5197,1933,3608
+,3513,2402,9090,3249,3155
+,8361,8966,9234,1663,5885
+,8808,4271,8023,7403,6553
+,6859,7167,774,7271,2700
-,6223,5350,9844,4444,4723
+,789,3611,2436,7797,4366
+,7369,7945,8679,8910,7595
+,6925,9090,5953,7675,4230
+,5199,4930,7598,9001,2153
+,8128,3455,8894,5521,8803
+,8533,7792,8722,5613,7943
+,5106,46,5331,3866,5387
+,9189,7569,3676,7604,8481
+,2637,5960,6018,6226,6746
+,6308,3738,2283,9275,5942
-,8748,701,9823,3219,7671
+,2378,3808,7741,4937,4531
+,5274,4025,1230,7303,5578
+,1328,1251,7765,2959,8568
+,2767,7798,2141,6812,6829
+,586,1693,2381,1373,8459
+,3051,4760,9277,4275,9923
+,9316,4893,551,8288,6821
+,6079,6397,9584,6013,4112
+,3937,9263,2521,7639,8512
+,7240,6953,7872,4373,777
-,8541,1163,4202,4170,3864
+,1843,5689,222,9243,3034
+,8760,1965,5759,8564,8991
+,4889,927,7390,4989,7867
+,2030,7106,7313,3655,8176
+,4074,2384,2544,4344,3505
+,5562,1893,3197,9087,940
+,5219,1073,1206,2508,7711
+,337,3674,4766,7836,120
+,3816,5104,4676,5304,8616
+,4395,9334,5087,6853,7712
-,3728,7325,6397,8548,2837
+,3790,7407,4050,324,7762
+,8106,1812,866,881,8915
+,6221,4802,6043,1985,660
+,5676,9315,7021,6747,1389
+,1776,5239,6130,3947,2373
+,2613,6422,1378,3989,293
+,394,180,6705,5206,1814
+,3390,8503,4293,2679,3684
+,7140,7297,8408,6172,7672
+,4642,9979,5772,8419,1270
-,2294,539,4584,4523,4837
+,9043,8359,9359,5469,9921
+,7501,7862,9746,3808,6493
+,1277,3591,1920,9413,5103
+,1803,9196,3743,9061,9397
+,8631,8678,9056,9495,4928
+,4761,7816,7399,3588,5909
+,7438,8591,9698,4379,1778
+,4321,4095,860,9507,3773
+,639,1098,546,7329,9156
+,8648,6852,5625,894,3342
-,9395,5628,7384,2621,8910
+,996,9004,3498,3930,5847
+,6495,1022,2464,5046,307
+,2910,6246,7525,889,5853
+,3910,6329,3045,8092,2251
+,9938,5514,7643,2443,471
+,245,9724,2392,6122,1772
+,1846,5269,4877,1275,8237
+,4199,8885,3759,4637,5699
+,5970,4521,9586,2408,3702
+,8232,5915,5898,348,6152
-,5165,205,9804,3489,1670
+,1634,960,4105,1180,1983
+,6519,3521,7851,4099,4452
+,5786,2301,4026,9446,2808
+,7277,3096,6641,508,5359
+,4106,3252,9656,2116,2188
+,5432,3131,3160,9753,986
+,666,7480,1023,9953,4340
+,7054,7009,9274,110,2364
+,560,3763,2574,5857,9446
+,1574,2738,7054,9990,3042
-,2444,8697,340,9517,2865
+,460,9719,6014,3781,330
+,1355,9631,3703,8650,380
+,4509,9069,1278,165,9690
+,4826,1594,1810,3846,3482
+,8512,1081,5347,3247,2829
+,5093,9124,3100,4743,2088
+,2431,9944,8036,9366,9722
+,3040,1481,6760,506,6893
+,7360,9998,9120,9408,3183
+,5930,7308,8007,9198,6087
-,2212,4693,987,7244,1538
+,2329,5864,7648,382,7738
+,4459,5156,9305,7874,8611
+,4565,501,2094,9378,5533
+,9864,2315,9542,8204,3378
+,1438,8411,4694,7600,7131
+,9052,8500,3482,585,6295
+,5651,9230,5052,5886,816
+,153,9212,8049,3353,7183
+,4758,1666,8224,5139,1051
+,1480,8701,4124,5708,236
-,559,7317,7365,2285,7626
+,8296,5812,2143,371,113
+,7991,4290,3929,6409,5586
+,6716,7037,1891,2620,5954
+,4690,1005,8853,6804,3805
+,4369,6605,7538,6879,973
+,8718,7840,4304,8837,6075
+,9257,279,2638,3643,5043
+,4019,2303,8147,3364,4943
+,1724,6087,7824,1899,7222
+,8906,3224,4334,5330,9312
-,6822,3049,856,1099,7276
+,5395,9671,9667,8575,1423
+,2698,9879,8536,940,4919
+,3639,6307,243,3736,7065
+,8274,3751,9000,1803,3835
+,285,6524,5446,8207,1475
+,8491,4621,8952,2302,5281
+,9329,732,5361,8884,4643
+,3606,724,9856,1147,4788
+,3777,2695,1580,1232,8919
+,6268,6369,3071,3839,755
-,9879,4574,7045,1077,1211
+,338,8504,7742,1307,5391
+,8645,3991,5942,3950,3165
+,579,5468,630,9516,9699
+,6200,7619,8181,5654,8874
+,9114,2317,5983,4822,1738
+,7729,7321,8324,5886,9986
+,614,5292,3621,9290,243
+,3610,6040,610,7658,5154
+,9306,2187,245,4957,8857
+,2032,392,9985,6838,2562
-,5902,3468,7077,2406,4506
+,3803,9091,6862,5473,8079
+,8786,7873,8811,5843,2596
+,8881,5596,9014,8513,6412
+,4335,8194,6825,3490,1128
+,427,1396,7430,902,5873
+,2843,4989,482,253,8405
+,4949,1449,1463,2035,8830
+,5452,1788,9650,7426,4739
+,4476,3785,6085,9384,5754
+,3001,8275,8221,3792,6539
-,6408,9373,3518,4166,445
+,3900,7648,1411,4215,2491
+,9899,3945,7433,9494,4434
+,4555,4536,5291,3880,2437
+,4290,1043,5212,1307,8513
+,5162,1876,8517,3003,3767
+,3558,9344,8818,7005,7552
+,2436,2630,6021,599,2986
+,6835,6031,3789,5047,7572
+,395,6080,4959,2697,5795
+,8179,7506,6722,351,2213
-,2529,4254,9243,7625,1172
+,4545,2179,3534,1795,7072
+,7293,5919,2802,692,2792
+,4657,3633,177,6534,5602
+,6681,5686,3952,3141,2277
+,5525,2364,9989,8574,5838
+,9446,5056,8803,9238,7577
+,8688,207,3200,3203,3278
+,2876,567,1082,217,9355
+,5936,7603,6140,5509,2503
+,6089,2075,1586,9049,1395
-,5487,9746,8858,1732,2547
+,2187,7090,9481,7936,3561
+,6815,7612,9909,9079,3286
+,3863,8656,4305,2671,1815
+,1045,1241,2062,2050,5751
+,4929,3631,5530,1271,1701
+,3393,6571,8828,1901,7750
+,4472,8934,577,3753,7876
+,3884,5108,9076,4515,5198
+,2340,1840,1575,8873,3577
+,2512,9806,414,4674,3400
-,2060,3756,2724,99,8973
+,607,8372,755,5273,4090
+,5581,5404,1761,5050,6791
+,1485,7408,5484,6254,4191
+,3559,2970,8136,7476,405
+,2626,5548,6217,4024,4817
+,4000,8203,9285,2904,9128
+,6762,1112,9994,4317,1228
+,4818,4590,8736,1202,1311
+,2215,8608,4981,2602,5069
+,9605,612,2312,247,9229
-,9540,9166,938,8103,4585
+,2743,1901,7053,5507,1137
+,6937,122,57,8240,6182
+,4210,8840,6628,4487,5684
+,6469,6853,2487,4816,662
+,8589,4945,7103,3154,6837
+,3447,2388,7720,4073,8881
+,7248,1139,4314,6683,6261
+,1638,2506,1392,4040,6058
+,4230,2310,9526,1219,3952
+,2810,4323,4425,5507,4477
-,6749,2002,9200,1195,6885
+,9337,5641,2884,2401,4431
+,6267,8330,9253,7350,2275
+,9512,6554,6881,8061,5910
+,2217,9818,6810,7476,9219
+,9090,5854,3145,823,4157
+,481,8222,5334,522,1079
+,3190,1429,7361,7904,4164
+,9245,9321,2712,800,3926
+,1744,7732,4053,8699,8888
+,602,7582,4660,7337,549
-,2855,7833,499,2999,7477
+,3664,1747,2424,4842,2222
+,1145,6066,9268,4672,1547
+,1326,8991,4033,1730,2086
+,6285,1159,3916,3885,3871
+,8414,7170,7679,562,2521
+,2920,7518,8670,9600,7100
+,1227,1663,4581,1919,1200
+,706,386,927,1035,3589
+,5189,9620,9790,2309,621
+,1231,1396,1637,4693,1486
-,1694,6959,5215,663,6456
+,231,8812,4460,471,6892
+,8342,8998,7057,9889,234
+,6638,2178,2989,9228,5121
+,4618,9970,8793,1239,5633
+,8894,8684,6781,3694,5812
+,3696,8469,5910,2407,7376
+,4971,1492,5294,2504,8404
+,1766,7037,6897,3542,8204
+,8478,7553,7678,8972,3364
+,113,2494,9281,9703,9629
-,5347,3470,6515,3676,4539
+,2462,765,2335,8600,5210
+,7711,2125,9742,9612,2053
+,7023,7802,314,9901,9989
+,4795,9572,8152,8927,1450
+,5172,2288,359,3009,4313
+,6611,1496,3433,6489,3275
+,5900,1877,1723,6670,7850
+,3009,9098,8177,3863,5315
+,1282,222,7091,8641,4846
+,8776,1335,5570,5224,5774
-,2155,6694,7079,9122,6067
+,9162,2792,3408,9571,7633
+,9392,7363,9732,6085,4037
+,515,452,6756,1975,5990
+,8570,3006,569,9160,9023
+,9930,825,1778,9479,2566
+,9936,6768,6787,578,7323
+,7120,2786,8390,6242,114
+,2248,2039,6430,534,8803
+,6463,3688,8487,3318,6089
+,6246,9116,2139,9772,886
-,3316,5331,5163,1965,5901
+,8573,5550,3580,1624,6770
+,3343,2434,5025,8415,5699
+,2738,2759,6550,5280,7736
+,9008,6758,5140,7805,235
+,1107,1209,8497,4600,6124
+,4961,9430,1598,3202,8016
+,7445,5307,5448,5745,4076
+,1992,5699,8330,344,3080
+,5995,2994,9812,1775,3179
+,4987,8864,5910,9069,2942
-,8351,9019,4361,3824,3006
+,1024,2212,2583,4620,3085
+,4354,5930,5971,3853,8900
+,6305,812,6538,6566,3548
+,5275,5214,8020,1923,4257
+,3655,6755,5385,102,107
+,3342,3982,9685,8942,7833
+,3429,665,1101,5833,4102
+,8164,2313,9391,2774,5367
+,1026,3922,4318,8864,199
+,4465,1279,5898,9702,3556
-,5099,7237,8744,705,8379
+,901,1803,7761,8069,4396
+,6794,4245,6557,0,1877
+,5273,5767,2370,828,2511
+,478,6818,3510,3320,5159
+,281,4222,9740,1831,4328
+,2017,4311,3726,7545,8936
+,4530,9835,1552,719,5391
+,2072,8551,5220,6070,4829
+,1530,7432,3233,3301,5090
+,5187,6641,2414,6461,756
-,3155,6540,1815,1111,4843
+,2517,6841,9751,5281,8562
+,2237,3602,9686,7140,6154
+,5137,3908,4984,7107,2069
+,4496,5151,7868,8240,5364
+,3732,5618,7911,9180,1383
+,8043,2601,8908,8515,8548
+,46,2824,5790,2000,9417
+,6767,8532,5844,3990,511
+,8958,5517,5610,1307,4984
+,1343,3768,6377,666,9706
-,234,7628,4332,6814,9495
+,5305,2870,187,4756,248
+,5545,4444,1462,4421,9454
+,3209,595,4206,2712,1191
+,632,7222,1286,554,4157
+,5862,4076,3647,4864,1956
+,6702,5459,3182,2440,9056
+,4256,3548,4390,2508,2094
+,1645,5687,3301,9923,974
+,686,8781,4981,4399,5395
+,2807,6298,5097,4629,3086
-,2222,9989,1632,4298,2315
+,662,1032,4969,9338,1886
+,8353,4845,6851,1168,4904
+,7098,9294,6922,253,4318
+,2021,3528,2917,950,7710
+,7784,9024,1656,9941,983
+,8625,2281,8967,9523,4336
+,5296,1534,1307,9678,7523
+,5131,4422,4058,7117,2618
+,981,9010,882,8732,1404
+,8517,4254,8327,9621,890
-,9009,58,9705,2461,936
+,1853,6182,3568,7864,4808
+,7728,7501,5346,7420,9121
+,9284,179,9058,3020,5532
+,6106,6168,5215,2001,3795
+,8557,4303,3619,7595,6822
+,8861,8550,7720,9811,449
+,4345,9307,7111,3593,1993
+,3383,8515,8035,9723,218
+,7258,4352,8608,7662,4814
+,8057,2980,5954,1933,7879
-,1331,3795,6456,1996,3862
+,249,5062,3687,6885,2248
+,763,7380,5468,1232,3074
+,8753,9179,2501,3884,7854
+,2419,8736,8884,1728,1172
+,9792,6386,7980,8706,1497
+,9636,6683,3593,2859,7551
+,8833,1160,5726,9232,3532
+,2139,9674,8662,372,2465
+,5044,584,7978,1393,7324
+,2487,1916,5098,1960,8283
-,9400,6274,817,3421,883
+,624,4702,9480,8435,5267
+,4744,692,3086,3154,8501
+,886,4140,3793,6651,3575
+,6043,3723,3059,5022,4686
+,127,6259,5519,3131,9716
+,2906,1877,1095,4085,1527
+,2715,4273,2652,3614,9732
+,5400,313,6443,5360,6056
+,53,1406,4729,8610,9051
+,3626,4618,4914,2040,1122
-,9845,8774,3173,9475,9851
+,8909,5647,8621,4975,6271
+,3306,9263,1921,6614,9722
+,7525,7099,9329,3286,8371
+,589,5134,9208,479,9443
+,6609,8947,7428,2503,5846
+,4858,4437,2760,9586,5173
+,7371,4360,9880,7351,1534
+,4631,6410,3601,460,6493
+,883,534,4818,800,1144
+,8704,8943,6725,2535,655
-,684,8751,3897,8220,8654
+,6414,8753,771,1374,2410
+,6123,5047,3022,7068,6448
+,2818,7176,7058,1299,4014
+,7398,9398,4171,5649,1031
+,1033,5836,6547,3756,4951
+,716,6434,4274,1075,7666
+,8479,2588,7013,8139,9931
+,9307,9338,6355,4558,6372
