OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
+,8157,5521,3188,2869,2969,1101,914,8264,9223,3493,2938,3502,4187,5512,7067,2908,4748,1494,3280,7126
+,9522,9191,31,7120,2256,8069,1520,4734,5064,6208,8118,6129,9281,4950,8023,1056,647,500,1981,2251
+,9351,978,9877,1185,1992,7949,3341,4456,1185,7910,4051,758,865,85,3221,7397,2819,2898,8241,5040
+,6063,8591,731,3756,4913,5231,1025,908,2325,7334,3211,203,1602,7517,8423,6377,5692,8708,7957,3339
+,5718,6043,79,2982,9514,1266,1612,5719,5844,2579,4188,8172,9492,4970,6171,2551,1351,5513,9121,5854
+,6548,3480,8462,8169,3466,6368,7801,1763,9733,3527,918,7008,9680,6952,3391,3966,1557,5312,9094,6211
+,7075,8698,6252,1293,3342,71,6755,5007,9661,7254,2524,7234,9293,9875,5718,7310,8795,347,6421,6497
+,5891,4234,1097,1335,5876,3009,5991,9621,3109,5024,4019,2502,4521,7906,8881,7097,2783,6071,2497,3949
+,6466,3994,5500,2484,2115,5999,387,8039,9692,1396,7466,1629,584,2583,8808,5485,7267,7487,8778,6353
+,6907,2639,1029,1003,8141,2686,166,814,3539,3465,468,8462,937,520,3305,9239,5504,295,8733,9240
-,604,5868,7878,1101,5879,3649,5995,9997,9727,1388,7904,2201,1731,7585,8962,631,4604,1109,4184,4149
+,1289,9100,4012,2530,6672,3421,4699,9485,9351,5868,4743,5620,3400,4357,3634,3176,6886,4893,243,297
+,9918,2114,5529,7631,9506,3638,4255,8390,1521,959,3235,9129,5393,6529,6383,108,4866,7353,7838,9405
+,8676,3202,7617,1391,4248,6048,6233,5736,202,6110,649,9839,6476,9994,533,4944,8105,9779,7413,9811
+,8562,8148,9042,4566,7861,3690,1548,6674,6825,1142,8312,6818,1992,7097,5300,6490,5787,8042,898,2962
+,7101,8363,2200,4303,13,4906,5070,2430,8749,1085,1871,7865,9499,846,2051,7632,7628,2755,563,6794
+,7710,7608,4778,9509,3393,8184,10,3256,899,708,2480,347,665,6343,585,8176,6320,8848,8165,929
+,6351,3273,7879,6586,8542,4137,1900,6769,8553,2515,7223,6472,9639,4513,2762,7817,9079,5218,1130,7562
+,1191,9656,28,1164,6672,3431,41,8480,9705,276,8537,3947,5071,2443,3550,7365,3970,1853,9146,2497
+,2676,8690,7614,2436,1187,8397,7023,7573,2000,8176,9839,3383,9296,7124,6922,5953,3496,1921,876,6451
+,4370,4652,7349,4682,5387,4086,5297,1617,4747,9299,9746,1105,8351,8622,3021,2980,7395,4841,3447,348
-,6892,3591,5854,1291,7738,1779,1256,4820,1482,5215,7378,8961,3080,3323,607,4713,1458,4843,7294,7192
+,9311,4159,2512,8805,5199,3182,7597,7452,6557,2553,7075,5779,5092,232,6107,5662,9531,4618,1312,4825
+,7963,9566,9421,3476,2634,4719,6928,5266,8926,9178,1658,2339,7940,8546,2495,5360,6899,7161,937,1760
+,8772,4782,6332,2339,3567,6958,2820,123,7210,3369,1372,565,9200,6974,7305,2428,1839,6352,3192,6891
+,7111,7869,9269,5411,4989,6932,7509,8532,6100,3447,2246,8991,1645,7115,2516,1755,5434,9827,4356,3922
+,346,1896,7272,7120,9376,2652,2084,4667,1009,328,6685,9178,8617,9169,9416,3223,8216,6038,4424,9848
+,3146,2513,8105,6485,453,6156,9947,4782,3562,7269,2360,5678,8929,5965,6115,6226,8417,954,7482,1848
+,6624,4670,6825,9579,647,2293,5426,1863,299,9341,1032,5088,8097,5774,9005,3143,3183,5785,366,2534
+,9519,54,2064,162,8232,6418,3533,3856,5463,8594,9397,8204,7051,3017,2084,9206,4803,8819,2902,9295
+,7074,4920,1026,1028,2873,2791,6421,8298,1682,1070,6774,564,3459,4050,5231,8967,93,3029,5172,7646
+,6107,7916,2891,129,7756,9753,99,1796,1782,708,2593,617,7651,5725,2295,7745,8686,5014,2841,5672
-,3710,8705,2943,7434,9048,1143,2316,1197,6284,5482,9513,6333,6313,7584,7111,1933,5393,2504,1151,2060
+,2985,2477,2184,3833,4747,6054,9814,8350,6615,9047,640,5909,3621,116,9274,1554,8813,7686,5058,7111
+,4306,1172,8501,9568,2949,1766,8066,6873,8752,5848,8250,625,1653,319,3173,9457,5749,3704,3499,4782
+,7925,6098,1020,9711,9315,794,8039,3895,6557,7430,8529,9688,1031,4322,7803,8834,3345,1444,2583,2230
+,5660,9191,2815,5889,5764,9622,1229,1489,2080,1186,6512,6694,1293,7975,2228,5804,5935,6085,4390,5057
+,8003,3918,3763,5207,2530,9969,6400,694,7451,8470,4166,3698,9666,2172,9952,8589,399,8334,5017,3437
+,4820,1564,2251,163,4840,9206,1584,1422,4265,6386,2506,8904,7414,7982,2243,3398,6866,6053,9652,8051
+,2493,1861,1675,4537,6760,214,7570,8855,2080,3794,6723,4659,1970,5115,7963,5721,6246,8029,2273,8253
+,5764,9524,2862,2982,8129,4990,4382,214,2545,6230,1079,3946,8763,8764,9917,2825,8192,3103,233,5241
+,5048,2574,5428,2546,7680,5938,1071,5174,2192,2517,1618,1369,3972,5456,7033,7087,4979,6279,3430,3974
+,9157,6701,5702,1562,9076,61,6197,4793,738,7929,6494,6049,7394,9596,572,4209,8471,5190,6056,2999
-,4609,5686,3610,2152,9173,4625,5242,1534,3875,1581,4693,6344,6079,8610,1925,2876,8479,6248,4169,9513
+,2174,3139,6981,8277,102,257,2122,635,5269,7381,9355,8887,6081,5222,555,3744,1680,9360,5582,7857
+,930,4091,2798,417,1734,7995,8867,8932,6083,4424,4848,1128,3569,3300,7684,9278,695,7509,6400,8770
+,7848,2775,6978,9431,6808,1611,8586,9550,173,1946,9021,2549,9946,9301,4147,5784,8714,296,2651,9463
+,888,5549,4662,5403,3492,2730,1684,5953,5976,7870,1965,2128,9303,6328,3623,1538,4469,626,1314,693
+,2874,8557,8548,6488,1558,9947,8408,6523,520,3,5949,6994,2715,1606,4357,4214,9840,3198,4635,603
+,3444,7623,5359,1705,4721,5374,7262,5423,1456,8158,6507,3101,4191,6493,6814,7995,9063,774,4784,9282
+,3450,1268,5478,2776,852,6891,3415,5121,9866,1991,7061,9139,7724,1268,5094,8920,286,3292,5023,8938
+,4476,1739,9333,6343,452,9185,4310,3532,7296,9050,2018,5848,243,5845,6505,1990,1001,4948,4698,860
+,3524,8408,4934,1500,968,2414,3894,5966,7434,3661,8029,1188,160,3901,2279,5829,742,4944,9654,8411
+,7211,6721,628,9743,4322,6165,5419,8579,9249,2420,7607,1510,5399,5223,480,8075,4658,7112,1292,5267
-,7211,6721,628,9743,4322,6165,5419,8579,9249,2420,7607,1510,5399,5223,480,8075,4658,7112,1292,5267
+,1642,3825,6388,5093,2314,7245,4635,4172,4471,5450,5934,6581,4043,6972,3490,3569,3695,291,9320,3468
+,4625,2583,6058,2117,3679,2247,6661,4468,6450,6363,7050,1918,6980,4381,6676,3650,9898,6555,5628,2386
+,182,2743,6499,5674,6120,1363,4369,9413,8703,6323,3076,7759,569,9912,7916,3429,9355,8353,5315,5328
+,9797,7638,9016,7595,7603,9518,4028,4749,7464,9422,4935,9609,2111,9398,8865,5931,2,2571,295,8517
+,1798,4904,885,8784,9088,6936,6101,9839,5350,3315,2409,5225,693,3625,9128,4124,238,9449,7992,8990
+,8560,3404,9855,8114,345,6064,5513,798,2874,1795,2945,3501,5441,3576,6394,7684,8881,4379,4444,7476
+,4802,9503,8446,8816,625,4352,1035,972,1220,669,4568,9919,779,370,1778,3486,4553,5124,7434,5282
+,1730,1053,9443,5385,5629,1961,214,1649,9913,8872,748,2824,9080,1931,5200,7782,525,8118,7074,5204
+,6099,2309,8666,2187,8691,264,82,5321,4083,5560,8465,1389,8224,7255,8690,5374,2053,228,3830,7248
+,9466,3755,8250,6687,8341,140,7499,5347,9474,6455,605,496,319,2115,6197,9294,5801,7961,7735,2646
-,3402,1553,637,3848,7200,6795,1865,3124,7790,3859,4501,3873,7568,6610,735,5535,2635,9549,1870,6297
+,7962,6646,9140,5036,6028,5638,4158,2649,7417,8456,8391,5124,5009,4251,8603,4091,6863,3947,4809,2478
+,6454,9843,8028,380,7694,5950,3482,4065,3849,345,7243,542,9416,3524,2178,7141,4086,6380,7068,9527
+,6713,5118,4506,8099,7469,5434,9173,1828,3236,9408,183,6190,5515,6418,2748,8708,2270,4852,382,8650
+,118,7615,8664,8013,3033,557,7483,7178,650,1607,6924,6489,9120,6455,1239,5821,4810,4712,6396,3247
+,5991,4115,2180,6488,480,8490,7648,6332,2737,3929,5484,3238,5497,9635,913,5317,5643,9275,2008,5057
+,14,7213,601,7138,4067,9338,9328,2843,9379,323,5631,1821,9109,330,9272,2668,3937,3546,3096,1800
+,2273,4040,7201,1009,1273,4217,7017,3084,1663,6968,7606,154,5304,6876,6233,3465,7667,1938,6136,9836
+,8603,1247,6056,474,6999,691,3622,5825,8870,8443,6764,6141,2001,4379,8609,2666,5103,1903,4430,3039
+,4763,6305,9308,1299,9864,3807,7184,7874,9159,5126,6080,718,4274,9566,2906,1765,9391,3226,629,6001
+,1623,1642,8468,1164,7840,3662,3129,8962,6095,6935,522,473,7595,3616,6769,4766,8918,1796,9599,9692
-,4759,6580,5291,8115,8192,8205,8650,9736,704,8677,2935,3238,8004,6924,2506,9138,4383,1524,4524,1847
+,5845,4567,6403,1852,2466,1277,7448,3270,159,9141,8036,761,4832,9886,9468,8498,669,6821,5781,7307
+,1145,9362,6444,3291,2472,4536,3535,620,2430,8486,150,1500,948,3066,4644,9372,6284,491,1799,6031
+,8406,6783,805,2168,1007,5548,5383,1146,4689,3546,9121,5309,3435,9404,9510,5537,5818,6082,118,3338
+,488,4634,7717,2589,2949,1124,7477,7254,4193,8872,4626,8665,70,8793,7589,2732,3931,5320,1197,6377
+,4300,2326,518,8350,6517,4713,1770,3348,5737,5880,2275,6908,8153,9094,8672,5482,8601,4346,561,1347
+,4654,7051,4516,6366,6236,4095,3713,6934,7216,6837,2514,1495,1950,446,4533,3510,6954,4836,6431,5767
+,2061,2270,917,6897,9747,1079,3232,1737,6030,7854,1311,4255,7833,1168,9677,5352,6294,9480,8676,651
+,2122,205,48,8832,7158,7618,9726,5524,9419,5896,8148,2910,7874,8208,7281,7957,6298,9508,3103,8512
+,3889,121,300,5111,9366,4437,6364,3035,1978,4149,2066,640,9009,1365,44,4349,4779,6274,658,5162
+,1063,949,9329,388,1595,438,2840,4568,9650,9044,8553,4859,9018,4106,910,8444,7914,9836,946,8415
-,9308,2958,379,3673,157,5450,7014,7663,4389,9627,3375,8036,2639,1695,4654,548,4861,29,9509,7493
+,1789,1479,1428,8004,7375,6696,7094,8789,7251,7357,5800,1507,7159,3707,674,6598,4886,948,7121,9742
+,8428,1677,4704,4350,2051,9353,7615,7505,9483,214,4832,3103,8825,8159,1398,9264,4501,8563,9918,8571
+,6796,1463,6806,7964,9748,2214,7075,9195,6277,2361,3206,75,456,2133,9265,5792,1336,1201,6458,1014
+,3135,9644,7750,568,3551,3966,7026,9569,171,5258,3837,8994,6135,8438,5780,9580,2110,905,8365,4175
+,3196,2121,2660,2394,8131,4700,2140,9437,7520,2817,5186,1628,1241,8325,7896,3377,6698,5116,7982,8918
+,9824,4971,3633,5486,1268,173,774,8769,6591,8351,9541,4080,8542,1902,3403,6645,767,6444,618,9813
+,1273,4532,4818,1911,6165,2645,7548,9127,2104,9385,8746,6231,9183,2205,3988,4887,7640,4377,1872,7211
+,3415,4386,9048,6987,2413,4483,2353,2786,6053,1312,3189,8780,8880,4291,3872,4432,8814,4574,9607,3290
+,6616,1068,7405,5217,4073,9284,9264,648,799,3217,371,6571,165,8855,2222,1971,3171,5784,1571,730
+,4936,7795,5587,9908,1790,38,1500,2272,6100,6283,3074,7519,5227,2539,6720,8002,6157,6678,3044,8917
-,1660,6373,6978,7275,2187,3175,2431,4730,547,9889,8606,5684,7520,5350,7420,9029,3614,5023,4721,8258
+,6340,2369,4175,6560,6839,5393,5318,7194,8304,1677,3348,1707,575,4023,5621,5758,3410,8489,7345,9373
+,387,3412,108,5148,3912,2841,5245,8514,2244,9999,6136,8850,4267,6544,1558,6995,4689,5202,112,4923
+,693,2001,99,9372,9772,3988,1547,8879,4989,5535,1956,1866,5477,9451,6910,5904,5386,6841,1800,5811
+,5773,8354,3308,903,2067,3960,4898,7897,2287,7840,6898,8322,5440,1217,3840,2710,1261,7131,694,8451
+,438,3701,1595,2801,1597,6575,6236,439,736,6622,7637,5039,7484,9157,9591,4237,4147,6202,3067,271
+,8671,5362,2808,7049,7573,1417,3135,2672,5945,3927,436,8175,1010,6056,1970,4070,4413,6836,7690,5857
+,3554,8953,4503,6689,5689,8303,2626,5700,4106,75,4438,5383,3489,6868,5004,9519,4326,4814,1824,6082
+,2236,5790,8755,6931,1871,933,5098,6436,2460,2563,5447,3490,7631,3223,1055,2498,1862,7736,9698,2305
+,8257,1389,7493,7903,9961,844,5826,4108,4841,7843,7284,1129,8183,6582,5094,331,3350,4108,9432,4453
+,6507,4252,3625,7203,7911,9533,1860,7961,9082,3514,5376,5411,455,8513,3091,8807,2062,7734,7947,5441
-,2774,8018,43,2047,1480,645,207,2330,6794,1083,8246,8308,8416,4897,5455,8414,2375,7823,7138,7686
+,3514,7869,7199,3896,5821,9868,1675,2459,9160,5710,8763,2100,858,2248,7644,6816,7894,5473,4897,8709
+,8443,7581,8555,5242,6503,9551,1718,8715,4505,6981,6666,9814,5437,3329,2760,8555,4819,9091,1503,2577
+,261,5484,9457,9411,5205,8438,650,736,485,4585,3088,3159,9977,3680,1418,5422,2774,403,6355,1161
+,3822,1777,3517,8254,8268,3367,2451,7152,1640,4092,8229,7148,3143,1828,9127,4675,8269,2475,8094,3657
+,1056,3769,4687,4507,6569,7924,1291,4524,4780,8889,7144,3553,8362,9895,3320,5356,1022,8199,2046,9091
+,4987,1307,7094,5932,4175,3648,2388,7089,8782,3495,9870,6076,9341,9932,2795,4648,9187,1529,1079,9169
+,6033,7322,2435,2246,6098,8649,6746,1170,3550,9899,5888,3427,4690,3539,1563,134,5590,1761,7263,2011
+,3213,2446,7831,2712,927,9895,7397,8818,6662,6202,4307,6366,7576,1076,2555,9375,1092,8135,3754,4101
+,4965,6787,789,903,532,2947,4636,9331,8872,6503,9528,4625,6895,7785,4942,3300,9377,490,3131,2391
+,5205,2649,4944,1412,8937,3984,9395,4878,1228,9708,1184,9790,4178,8108,2695,1239,6531,6687,8828,7
-,8066,8308,258,8635,12,701,3445,513,1554,2424,2665,5910,8413,6307,1958,9756,8405,6747,735,9750
+,8559,5642,7321,5556,7318,4637,9383,4569,6525,5179,1280,1616,7974,4173,683,4008,5529,6525,7518,523
+,8608,5388,9931,2319,9199,1681,3263,5067,7186,4894,6191,7743,9222,7940,3498,4528,803,9832,8782,4909
+,5274,363,6553,8355,1505,776,3709,1644,9576,6316,2479,4633,6268,628,7938,1614,6044,3629,6432,1194
+,9120,1393,7299,5058,5576,6790,7944,3960,9818,1032,6991,6842,1441,1452,9077,7283,3366,6989,3080,2409
+,5097,5153,5536,6380,2721,5032,6764,8367,5818,3432,2174,66,9475,8882,6708,5060,1953,3526,7306,4735
+,2837,4932,3140,9540,1757,3557,4080,2950,5086,7369,8651,5200,3467,4403,905,4031,9807,4137,2273,8288
+,2873,2062,9624,8385,8386,1672,7249,56,559,4728,7086,890,7737,1902,1946,2363,6482,7762,6371,3261
+,4969,1246,7659,9124,968,6488,790,9432,2253,3156,563,50,7232,7484,7475,1108,6262,4775,4804,6815
+,4549,5292,2773,2202,6326,5156,2128,6310,7055,5838,6039,2200,8479,1325,8328,3710,6208,6790,4087,6630
+,3429,6718,960,6061,959,1795,8902,702,7054,6085,1426,6378,5452,9073,8562,9910,6856,3030,3085,4848
-,8384,8609,1478,7839,7263,7960,1047,3604,1578,271,772,7347,4883,1400,7754,1452,6717,9020,1906,8193
+,5246,7034,1874,5646,8210,9443,8796,3024,3729,4768,9085,8371,2085,3256,2964,7278,6948,2927,1887,1499
+,2656,9506,8015,1703,3802,3045,122,8246,2250,527,1205,5059,5382,1942,1812,5832,2321,4953,829,5734
+,8134,6885,7619,8822,942,7508,720,8856,3270,1432,6564,238,3851,9195,6223,4419,9975,5255,8169,4887
+,2364,8259,6275,2625,762,1048,5112,5042,5628,2221,5510,8420,8355,4050,8387,5840,3000,1119,5184,7040
+,1548,807,265,1668,9132,7485,3589,7405,8037,2930,8763,1353,129,1986,2013,7800,6095,9628,9603,7023
+,606,2320,5173,6549,6632,2486,8555,1804,1753,7611,8880,8176,8159,3035,2316,1434,6485,375,870,9432
+,3394,7162,8519,5302,6216,3609,3415,275,4169,8896,5607,6860,9636,7374,3104,6299,769,4587,5506,5439
+,2325,730,9574,9785,6833,7795,1313,8352,1067,515,7132,280,1053,6914,8856,171,864,9959,4588,2422
+,3521,5460,5536,5596,6031,6294,4560,4408,9259,6249,828,955,4170,4524,2768,205,8381,5369,4909,1939
+,3228,8532,3433,7324,2476,6991,4937,9902,5334,6815,4286,6004,8420,2825,5813,1787,885,6801,8662,769
-,8065,6818,3076,1283,7146,896,1872,7317,4807,8714,655,8641,7412,762,4232,3194,8118,1954,9780,2354
+,1240,4532,8295,6463,7710,7700,5291,9500,8589,9473,1650,1503,4577,9616,8737,2801,2625,8891,8439,9248
+,3760,772,6787,9854,6622,2504,9821,648,144,7371,3880,7350,6141,9300,5906,4021,5198,4424,6336,8009
+,419,6395,7108,8882,2995,1818,2575,2678,1392,6379,9905,4870,8673,1753,1110,7565,9043,9108,8672,8260
+,148,866,6601,3209,9421,2916,4610,1278,6267,1292,3929,767,4325,3127,7686,4681,5544,4467,3839,303
+,4228,5048,1774,7553,6059,1551,1970,4290,5029,9652,462,4534,3655,9488,4890,3911,1652,4410,2687,8783
+,9888,7257,3597,4367,976,353,4368,2455,2168,5384,6467,8004,8303,8920,7617,9864,1130,7934,1166,6425
+,6833,9584,2952,194,6841,8182,8628,7539,5848,3845,9989,3116,5902,9506,1075,3109,3253,7278,4381,226
+,7580,274,6262,6386,6230,6330,8220,5496,8574,7827,9339,5301,1508,1276,3901,7704,485,8939,3514,4859
+,469,4677,582,7634,2215,9597,4971,595,5523,7602,9132,6474,3032,9496,9052,2199,6752,8522,7765,3188
+,9313,1429,8552,6812,9448,2014,6627,5994,4721,8440,4855,7141,9925,7044,5705,299,5413,431,7355,7924
-,7310,3346,8301,8235,5581,5360,4668,1776,1426,4569,4763,1190,78,1437,840,255,3527,799,375,4198
+,6212,6959,6411,9234,3973,9563,9956,4897,9138,3324,8680,6796,7770,5735,631,3403,3444,8197,3762,1103
+,902,5226,6798,3532,635,3507,7705,1531,5706,6152,4129,2615,1350,8524,873,7003,9714,6911,1600,905
+,2243,4090,5538,3376,482,2403,8056,8427,412,3210,7735,7082,227,3972,1972,8805,4545,6151,3825,9672
+,6,3017,6648,1313,3958,5638,1160,5633,97,3462,4784,2463,5535,2543,9840,5908,24,4033,1545,9440
+,2479,271,1151,4801,3529,1187,2042,7849,8355,8176,2719,2357,1738,3246,4901,3365,3200,3204,8069,9797
+,1973,2204,8812,6538,4829,9979,3425,123,6019,9787,3317,9496,6256,4202,1830,8725,7501,9408,9210,6745
+,3659,4286,2031,110,4397,760,5164,9725,2844,3382,866,5645,7114,217,3690,1284,8651,4411,3809,3327
+,3392,3836,7737,4237,3594,5427,1781,8639,31,2480,4138,2806,4672,8558,4823,7267,3560,9188,1032,7763
+,4308,5854,8293,8943,5146,2088,7535,5792,1258,5507,4166,3213,8790,3605,5031,4179,5639,2908,79,9218
+,4801,6314,8272,544,1027,1932,9109,7709,4432,5156,7632,6409,1046,392,7953,9035,8754,4452,8612,779
-,6863,2134,6227,2505,1632,3647,6914,1431,7230,8891,3685,7851,2185,2827,9143,8679,4786,9989,675,6400
+,3102,1702,924,7526,2626,6499,3417,9135,7780,5336,9055,2119,9809,4968,1204,643,9596,6258,296,5272
+,5240,7804,6409,5889,101,9100,1537,744,717,3102,1792,9817,8612,2618,1883,6124,278,9832,5525,493
+,5445,9484,3281,9668,5287,403,8297,6456,2275,6245,1272,9780,6872,2549,9175,7093,8940,6835,9292,8723
+,3818,8498,2275,7231,2697,1529,5367,3959,6842,7131,51,6968,2200,6087,9407,1142,1389,6021,7222,776
+,8352,2356,939,4620,5100,3301,547,799,4818,8202,9079,5921,9484,6026,6386,85,6080,8178,2364,7089
+,3221,2914,1945,7344,897,2079,7537,8691,9552,3558,3462,1666,9,9936,4728,1766,1691,5601,8870,8880
+,6395,7860,9792,2675,5844,9904,2155,9131,1676,7553,3428,7231,8651,9389,5099,9081,2582,6879,4003,6173
+,3027,8831,6601,9693,3436,5229,9095,1830,7783,317,4002,13,3980,2768,8459,307,9234,6954,6092,5020
+,5326,3871,5073,9718,7653,1268,8340,7422,8110,4723,7397,838,2954,7331,3460,3113,4290,4335,373,3630
+,4274,7622,6603,1785,511,1338,3132,1205,897,9606,9787,1318,1997,2652,2459,1412,1241,5829,2345,9771
-,6624,4670,6825,9579,647,2293,5426,1863,299,9341,1032,5088,8097,5774,9005,3143,3183,5785,366,2534
+,8970,4202,2092,8432,5415,2081,4278,123,1958,1685,4639,9452,3429,114,7775,1196,8316,3749,2874,4792
+,9736,4378,4142,8173,3242,3887,951,1212,1132,1923,3342,131,6068,4974,791,1259,3023,2975,1830,8090
+,9901,3559,6044,7230,6722,2867,1116,8954,6443,4053,588,7100,8330,6531,5763,4188,3770,5807,9874,8341
+,6662,1453,9343,3356,5295,4329,6510,6307,6076,1934,4342,6646,5952,5343,7500,7109,3767,4657,7105,8232
+,1335,149,6005,2701,8071,9502,4195,4388,2718,2225,948,5456,4719,1573,4354,7212,5053,4258,3465,947
+,8967,4766,127,1289,2934,3509,2870,5472,336,9859,3432,1815,3097,5138,6274,431,3178,9264,5131,4485
+,9619,157,8623,7038,8331,9686,8331,6695,1884,4661,9183,2915,7430,6526,2420,8241,1152,3902,123,3800
+,427,2230,8788,7331,5648,8232,7823,9242,4745,7910,6512,8929,2007,1349,9644,6202,7187,1780,3992,4158
+,2217,9759,7323,690,8423,3231,6943,3124,6808,5108,8958,9540,5785,9036,3043,3698,4852,8177,2373,4997
+,5073,8157,5303,8872,8173,786,9493,1767,6015,3971,5419,8421,4095,2394,2468,2028,7181,7704,7760,9936
-,5601,5584,3646,2271,1905,1406,4004,9671,3795,5749,5560,4080,8762,7139,86,1159,2187,7027,5143,1951
+,3151,5470,4426,906,8304,6773,4892,9465,3959,2925,257,5604,4716,9958,9127,2538,9139,9012,3165,8850
+,3931,2232,5836,7942,4671,4465,7283,5213,9820,2296,3544,8869,521,6129,5821,5947,5945,726,3927,4207
+,3203,5289,3612,5289,9755,5031,3009,9815,4262,8982,8206,7731,5988,2951,9648,7128,5485,7609,2461,8286
+,278,4600,5411,8753,3406,5434,719,7297,6268,2706,1469,1115,3237,6655,4810,6926,275,4750,358,1418
+,2551,6042,5254,857,4720,8356,6683,6160,5870,3204,9120,8618,1830,9979,5971,9550,559,979,3865,5907
+,212,624,8514,6270,8821,9243,724,5244,7925,9379,4787,7119,8270,4551,7272,176,830,5217,166,8564
+,7409,4789,2181,584,4132,8461,4620,1967,618,3029,8585,5738,9566,7048,8813,351,6668,3557,9845,5309
+,3309,5841,2333,974,3408,3256,2477,5382,9870,8391,8595,3400,3827,844,5536,4909,2511,2907,7048,2590
+,2482,9535,8027,3741,7389,4015,5107,6055,9712,3418,6202,2967,8035,1138,9055,7938,729,9340,3064,9281
+,1126,2132,4801,2289,5523,6043,7232,1988,1322,4862,1303,7819,9858,3259,5903,3326,6235,7317,8457,9490
-,9338,6832,7105,7545,6621,9513,333,5668,888,8761,6536,4891,4997,3889,5687,5638,720,4486,1858,7285
+,4748,7464,190,4491,2840,3571,9481,867,3799,2562,749,1520,1990,6920,8079,7710,751,2834,4357,2675
+,193,7408,2159,1826,9691,5950,8185,9080,4769,6509,9556,9590,5018,6166,6538,9288,2532,8783,5727,1281
+,7853,3458,3936,9571,4079,9694,530,1468,7540,3050,5141,5956,4196,9366,6218,9810,8022,593,8633,2494
+,470,648,3116,1313,2519,5005,8411,4409,1852,5628,4065,1822,5237,5040,1668,4957,3406,923,3127,7902
+,6373,7182,828,7229,8455,7832,6395,5762,5676,4357,7450,3986,2574,3155,6263,5334,487,5590,7626,6669
+,5626,2831,3180,9275,1126,7165,6336,7879,8842,7506,2522,8563,3222,8258,1038,402,535,3190,6477,1161
+,8332,8003,9909,8882,4859,270,8527,5359,8176,2481,674,9035,5919,6590,5264,4877,2595,713,6487,5923
+,337,3887,331,5474,7932,9907,6028,2159,5774,8603,6471,528,2016,5600,4670,6901,6757,61,5505,1584
+,6545,156,3247,448,7374,8575,3857,3020,3059,5394,6236,6151,3178,4104,5972,5807,3846,8419,3502,4089
+,5369,6833,2737,4799,6221,996,2665,7148,8212,6374,7047,1043,1445,4963,7207,898,6595,3988,6805,5937
-,4756,5503,7229,5681,3621,3096,459,1753,5334,2048,8899,3064,4126,1364,5799,4512,8353,3256,9142,8147
+,7760,8716,5349,1566,6564,4490,9344,8938,7901,6998,8775,985,4333,8076,5446,5165,9978,8195,74,494
+,6932,3412,372,3575,8526,6130,6836,5593,4469,6688,3330,5583,8770,9647,6154,7559,4330,7250,2228,8090
+,3905,7273,5679,9984,5534,1544,5546,9189,6874,8120,3118,8921,3940,7848,1198,9740,3117,6573,6300,7702
+,5440,3783,5844,5090,1300,7391,3107,137,3001,8005,1078,3583,9601,4889,4157,2846,4360,622,3861,150
+,7389,2491,2713,8044,6872,7181,5224,3176,5740,9793,4591,4044,5192,4308,7584,2635,6603,1017,1131,1545
+,3997,4513,5458,5857,7711,325,6327,9135,7687,624,5315,9797,1546,9455,1069,1124,9160,7428,577,1092
+,5797,1032,473,9268,4070,9638,5628,204,8733,6312,8035,9298,7792,1355,572,9312,6399,7355,2769,9731
+,4634,8007,840,6910,2543,5672,8750,9351,5189,9795,6126,5137,6731,8652,6365,8830,4871,1419,2637,7643
+,4557,1662,621,6381,9509,4781,4308,5845,5503,4392,2870,5920,1217,2492,7681,282,9196,1188,8876,1835
+,7826,2280,4321,343,4341,3216,1469,2766,8288,4172,278,6987,5687,7875,396,1308,9828,1216,2695,4105
