OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,8059,2829,6155,4077,13330,14718,14181,11737,11549,12424,13220,8161,3325,7253,10886
+,1636,9098,8973,5743,1280,5041,1905,8964,11815,14319,3184,10497,5851,8507,38
+,189,5343,8013,2428,7263,11914,10163,12995,8528,6573,14465,11910,11656,1938,2178
+,9346,10034,6059,970,11974,839,4245,11119,1326,632,7443,2412,14587,12322,4541
-,8624,4972,12596,12643,95,11305,3948,1002,8778,11433,9998,12560,8830,12565,14398
+,5845,4032,13143,12708,11596,5812,142,8234,10422,4594,180,2386,2982,1732,183
+,9108,2627,9569,5642,8760,6567,402,2581,8316,12227,2449,13009,3009,1604,10785
+,4060,10676,2180,9481,14403,6295,14360,3778,10442,5218,8656,4596,12538,2107,8528
+,2768,13614,10618,14872,11958,13191,7163,12081,9307,10456,2679,4280,7100,940,188
+,10070,14278,4581,11196,6028,8957,2477,10776,2137,9255,3859,2569,5927,3635,5565
+,4329,5459,11423,2012,10961,13329,10415,14752,13674,8417,6178,12471,4886,7071,13167
+,3127,10999,11992,13160,10537,4801,2640,8990,13415,8553,11888,3860,6187,3735,7173
+,5554,10110,10818,13079,8076,542,10171,14478,924,2606,13294,3728,3017,5256,9907
+,14740,10415,6439,2967,9328,11663,7451,3616,3143,14199,1738,8660,2231,11020,11677
+,2673,14268,7748,782,5234,12123,6189,8465,12072,6923,4984,6555,11084,14793,13992
+,4839,5747,3207,13232,10203,4506,8162,11834,14458,8391,12222,2751,14528,1719,11088
+,13183,9342,2937,3014,4779,6009,11059,9731,4841,7432,3814,12107,590,11524,6149
+,6289,6586,1831,1468,7161,2839,10240,12505,11334,9623,8177,5056,9600,7476,14488
+,37,9276,8711,13262,698,7977,1578,10450,2986,6963,10464,499,1558,3865,1251
+,14652,13404,11605,11509,7150,3258,4088,14310,12005,3005,9615,6895,5841,7026,7792
-,8013,1867,7096,11783,5550,11899,10099,1418,14048,7480,10489,14414,9242,14080,3639
+,11103,8586,11028,8341,8921,10655,10043,13485,12416,12391,7061,11551,1921,3699,9847
+,6623,8718,10506,7585,8520,14117,11548,11747,13042,1773,6582,9480,14947,14739,13083
+,1936,2153,6301,2085,1690,3135,8344,11561,10573,8762,1467,6547,4106,8599,14433
+,5765,7479,2055,8802,9721,11228,8576,13968,7847,10713,12681,277,2691,10025,2604
+,9799,6618,1240,10710,4152,5436,5327,10326,7037,14602,1734,3174,9380,1924,5521
+,2289,7547,4604,1224,7456,7575,4695,14286,8482,11252,8122,12747,1315,2924,4824
+,8877,6429,7229,2545,1818,612,5295,6109,9905,7409,1116,7084,6387,6799,2790
+,13788,13666,3680,9116,14729,12260,7350,9111,5264,6913,3799,2524,3392,1587,3816
+,4770,11598,7449,2475,11872,1396,116,5152,11618,7467,32,9541,6964,7129,12420
+,13073,5864,14923,13958,12923,13946,4948,1073,7997,3395,4554,6646,2831,3564,1384
+,14285,7228,11296,5378,14154,6932,316,2850,10764,9318,2595,1216,9313,6427,11935
+,11100,879,10953,5066,10383,3446,6885,9749,12844,2141,7607,8880,11699,14603,9186
+,605,14413,14575,9929,3040,5741,6090,1916,9403,4833,12222,5934,552,7269,8937
+,7872,10227,12099,14111,5403,7053,13823,9510,1039,5941,6772,8871,4532,9186,13486
+,473,12715,2307,4606,8494,8206,11040,1848,1300,5739,3801,1828,9986,10614,13895
-,2656,8699,11468,2507,3714,3855,8681,4000,10816,5714,13471,7084,773,13468,5660
+,7340,8727,14436,13564,10268,9569,8993,8917,12657,2415,8602,5412,14037,13917,2005
+,5619,11949,12907,11101,8782,12402,8822,5873,827,11117,5955,1748,10166,8708,8923
+,3298,1620,14608,2251,7154,11761,3985,5128,6422,779,3366,8985,11350,10665,12715
+,5345,7292,14573,10629,8574,1013,12697,9918,7533,12442,1451,14063,9140,10145,7205
+,13940,2765,8794,2576,6566,8715,10786,12314,565,12032,4554,5739,12386,7089,7885
+,9059,2873,8066,13393,11528,8219,10806,13886,3157,10335,971,10585,14074,7097,276
+,5059,11869,8829,4645,10300,10052,1771,11725,4514,4945,11033,8356,13388,6646,13137
+,11687,13285,1995,7943,12004,13067,2443,488,13661,13372,999,379,13629,6125,2050
+,4420,6839,4449,1930,129,1703,2992,10665,11178,7491,3607,3315,3250,3179,4915
+,14562,14830,14029,1730,12164,4117,3930,5055,5622,8819,6617,13706,14337,4632,8898
+,12717,6129,13906,8565,12504,14428,8709,208,8833,5970,13190,8293,9119,14319,2294
+,10120,14535,13856,6479,12489,12001,1117,6800,8104,3049,506,2612,13906,2356,11265
+,14238,11835,4396,12824,13699,11654,6037,14973,9583,1037,13279,13829,9101,7429,9447
+,4544,6459,3545,3746,13584,4581,4250,1424,1077,13790,8719,10500,6162,1341,121
+,11871,6535,14450,7817,12806,14482,11637,2259,12799,3945,12188,8883,5473,10194,14745
-,7912,12905,13340,1256,538,9714,781,2173,4765,10398,14663,14705,14383,6285,8560
+,2205,212,7063,14944,2348,2897,9116,14303,5644,2593,10444,13494,13174,10292,7190
+,9223,12989,12321,3184,8794,8737,7538,6981,1022,1439,9214,8705,2263,14655,6392
+,2549,12679,8587,1251,1891,11630,4840,5823,5640,8117,3700,287,1363,2375,928
+,638,4750,13966,2115,3098,1407,1770,4189,441,1794,14498,1237,2115,628,3001
+,13113,7178,2159,6883,9628,10239,9770,7795,872,5550,4445,10280,4613,8228,1144
+,13672,6160,13525,2963,12086,6602,712,7192,6743,1714,7074,9115,8206,2636,5055
+,8242,5969,12352,1414,2289,13965,11292,7367,10227,2495,11208,7019,5436,1276,7477
+,9839,12121,8915,11641,10745,14012,10740,14145,4367,10575,11142,13605,7117,14464,3389
+,2840,5211,14413,6613,10737,12594,9970,1424,9730,6394,11319,11424,6216,6274,9103
+,3177,6345,14293,6475,8750,13331,10775,6339,4414,5146,3173,703,13134,7123,9731
+,7804,10444,11211,13724,9208,4104,9009,12095,9962,1398,5053,1633,11802,11549,969
+,5999,6482,9497,9249,12477,3830,9722,6288,12328,2750,7708,9496,5924,6746,6824
+,180,1162,13074,14765,14186,1674,8036,6450,3551,10798,14515,4797,9277,4600,37
+,3286,7061,7847,856,1692,12266,12576,10814,8195,7308,12709,578,13096,5524,12098
+,4772,11036,1686,7091,2925,9564,9082,10276,9714,2465,9938,8637,9731,467,13256
-,441,3086,3558,11395,6570,12189,13087,12866,4504,2808,5108,8411,1872,1678,251
+,9313,11615,11440,757,4035,14626,12565,9330,642,5242,3959,9819,12439,6823,780
+,5211,14618,8861,3839,1846,10275,3337,13851,9222,442,4025,11504,1529,7993,9720
+,14818,6124,8431,11371,2753,14590,11686,1963,4988,291,1306,2334,11686,14884,7594
+,7367,3556,5854,7043,12029,7442,10451,5431,12811,11935,8146,12422,11499,7929,14000
+,5586,14842,4535,6155,11547,6934,8662,13721,3973,9464,7585,13507,302,12156,2054
+,12201,13454,5588,8854,2906,5083,13904,6012,8721,14240,1594,9847,11835,12653,6145
+,8238,5036,2692,7594,13706,5068,5782,2873,247,1598,14513,4884,5100,6595,13714
+,1376,7183,12355,5627,7691,8145,6369,12483,5768,4906,12813,10268,8716,12826,7286
+,2284,4808,11175,7417,1956,14168,1745,13357,384,10757,11715,8844,1737,3337,4233
+,9172,14078,1076,9674,2006,6806,7087,1210,1433,14277,3358,12703,10404,13679,10449
+,10252,6764,9660,5708,10714,9008,8010,2224,9493,9216,9886,5061,2152,8050,11444
+,695,5245,9245,7559,1064,6480,8300,2742,4984,13961,622,2403,3783,4818,3022
+,5321,11388,5063,1562,12332,10071,5126,5619,10465,13272,13781,3228,10505,10509,3450
+,6939,3101,2944,8131,3226,14265,5152,3205,6800,13306,11547,10098,11039,9635,1679
+,6282,9711,12422,14580,7407,12613,3497,578,3966,92,14052,9887,4110,3869,5835
-,10993,14747,10207,7778,1191,2812,10085,2316,2186,11853,7499,3069,14259,3586,12124
+,13801,4744,9317,2082,11298,3462,5522,14195,14136,1598,7348,9846,2681,11174,10832
+,12387,5056,8689,4509,8558,5728,1792,7540,13932,14328,7204,7463,12326,14549,7391
+,726,13383,2568,12829,12395,11558,2632,9211,736,14192,2541,10094,1583,5722,11532
+,12455,10547,2952,14230,5740,4021,6005,5171,7043,4040,4153,1024,5754,8645,6757
+,11364,14101,12795,10764,10355,12512,5727,4367,7550,1549,12657,14450,12040,1363,11198
+,8455,7029,3202,4223,13448,12772,1287,3227,14732,4430,8707,12502,7173,1034,7534
+,9022,10008,12820,2091,7326,312,4710,1341,10576,9626,12761,5991,14536,4576,14315
+,14405,10402,8769,4022,320,197,12697,2629,1962,3521,7905,12580,11932,12125,203
+,12279,3626,1857,2384,640,6326,14408,14493,4095,4369,13867,2037,6200,13602,14620
+,6924,13301,12101,8418,9736,6415,4815,12359,4526,11444,5318,5544,325,8183,12445
+,9631,6232,5957,10849,13879,702,12108,14374,4867,10237,965,6312,4436,10450,5362
+,4007,2803,11809,4894,11816,5194,410,12628,12718,8900,10030,10270,13833,7084,973
+,1013,4035,4857,5953,8932,1363,3458,8948,8976,12706,7719,7586,4011,4238,4834
+,4486,10963,11726,11074,10224,4374,9114,8879,7077,2619,4096,5263,8503,6089,3352
+,288,12547,7010,2611,7465,7596,12747,4725,14964,12683,4546,12864,10823,919,77
-,13407,6667,14434,13852,8621,8364,1775,8866,6659,13472,2469,5565,4911,4971,8387
+,2845,3187,2575,2125,13582,8886,3586,13899,14021,10850,9689,6099,12265,2031,13732
+,8723,5211,2611,6942,14365,8930,12387,871,10343,4081,9214,8943,9338,7166,11897
+,6330,11434,9183,541,5765,12442,4671,2865,3363,14628,9178,13672,5774,13918,13516
+,8436,741,11301,7993,12269,11509,3237,8844,3141,1901,4016,6045,6048,6236,9041
+,4453,14132,6468,1210,12093,2337,3737,4874,4556,9831,7323,1527,6865,1127,7662
+,2624,13467,627,12582,12153,4707,5303,2018,9703,6379,1641,6468,12695,5347,10621
+,12990,4302,7058,2716,5954,529,11757,4011,1282,7611,1562,13729,5222,4248,7542
+,4282,11065,11270,4246,965,3615,14963,12723,2454,436,12836,14463,11286,5713,2220
+,14569,11042,10317,12010,14624,467,8874,9368,2398,2209,5467,7448,11537,10413,11097
+,12981,12048,4323,736,3399,11106,9450,849,6037,8723,4362,1345,10604,11389,13480
+,4733,7641,5696,11263,14259,8734,7448,2201,3870,9539,2988,434,13619,1104,865
+,902,7832,5942,6482,11297,4146,6308,8087,4532,4220,5064,8005,2145,149,1705
+,12185,13835,2500,13433,1103,13165,3265,4359,3568,3254,3827,1864,623,3988,3418
+,3056,14516,1869,2049,14789,4153,2151,14122,804,11560,1473,2842,311,877,5470
+,7821,228,10992,7082,7238,2575,988,8448,325,8157,11559,12836,1344,10061,7673
-,3176,3595,14706,11861,2407,6941,8513,14546,14589,1713,5462,12801,13453,6970,10097
+,7100,13206,8790,10843,2964,14352,6382,3832,7734,10670,2558,13682,6069,10811,4426
+,2117,11676,8936,7378,11782,11538,8773,8386,6272,4082,7517,825,8575,13382,13375
+,4681,5349,4940,8861,1361,14459,5945,10499,14649,2623,8728,10698,3468,9395,8147
+,13770,5728,11498,4718,5935,12717,7907,11243,1010,12902,11054,8165,8440,13977,3698
+,1990,3223,179,6068,14146,4229,5282,788,13500,13809,2818,4123,7872,1422,5296
+,1332,14192,14200,2375,4332,3818,8179,7450,4803,2282,5232,626,13277,11849,2666
+,5447,156,957,6374,3620,5513,11975,434,1907,11061,9893,3346,14760,1396,12971
+,6903,11641,13428,12634,11554,10010,4385,211,11692,7107,2021,9824,11097,3928,7211
+,9160,545,14151,6274,2475,1766,10768,2770,7920,1455,8794,14588,3670,13718,1237
+,4182,7998,3638,12666,787,10782,9999,7305,449,2910,9038,13345,5568,9837,11087
+,13251,11719,9919,2609,6309,9656,2052,6049,10890,1953,5121,7461,3682,5313,11026
+,6923,575,6070,497,7585,12286,5538,7860,2661,9222,304,11711,8708,2881,6982
+,8825,6058,1723,5105,9258,12077,11289,3905,4697,8147,13718,14683,6302,11041,408
+,9269,9673,6170,3996,6590,5741,4494,11966,5320,9006,1341,11829,8941,8447,11077
+,10264,559,7071,9695,10519,14919,5638,9829,2069,3063,531,1546,6982,683,13559
-,11348,10914,6867,10978,10700,11883,7583,12291,10427,13906,1433,5281,5396,1531,9797
+,2829,1329,13379,5019,8196,6032,5436,9271,9910,9315,1861,4308,21,10468,6511
+,3851,10060,3000,3648,13290,4230,7229,13996,11155,11322,7877,9397,12916,1914,7894
+,8134,1625,1289,1935,6615,5756,11236,12371,901,8862,12581,1776,10477,3183,9806
+,7636,9157,1494,12523,1425,8658,10353,9345,13970,2791,1592,11182,8149,7275,2908
+,1393,11895,3643,13905,14178,14844,7248,4890,5194,6400,2687,8233,9897,7039,653
+,931,7041,11386,7516,1055,900,1216,14087,11290,14077,7547,5891,2003,10993,4027
+,14781,4967,3381,11693,6173,11517,909,12209,11718,8339,10670,13925,7350,1595,11809
+,11738,1083,3953,13194,6362,3172,8380,10789,1014,2084,13056,2990,11232,6621,3607
+,12417,11550,10780,3259,694,6719,5380,13426,3314,3027,1389,54,11854,9630,11446
+,860,254,8553,2742,14136,2316,3591,14457,205,10279,4014,6855,10113,1987,10586
+,12840,2557,2638,13788,10883,198,6988,11445,12536,1825,12699,3054,13894,3547,7641
+,3453,10792,8198,10387,1824,6622,2929,10397,5123,12631,5725,10801,3192,9893,14472
+,14577,2945,2641,13169,10530,10807,9469,6129,8179,10338,4022,10130,10592,1877,2870
+,12707,2695,11912,930,1503,412,6087,1305,2165,2763,13372,13288,1355,13463,1835
+,13606,6953,11432,9884,467,6521,9486,10112,3821,13739,7400,7179,13614,2111,1132
-,6312,5348,9580,1079,110,2069,1822,8386,4321,9929,8020,661,7345,14820,3429
+,11432,7903,8327,3206,12978,7790,7143,9360,13834,3145,1136,11975,7899,11739,3146
+,2039,9383,3948,13771,9844,13469,13902,3491,1171,8489,1688,8528,2581,4112,10082
+,1630,3504,5150,8186,4366,6170,315,10906,4298,8425,4544,6896,9965,1632,5610
+,3347,2350,3575,7492,2425,5367,5204,7828,7199,14524,10283,6597,14582,10454,2652
+,2600,10898,1541,3666,3173,14869,1665,11443,12339,7050,10457,14852,302,7167,13403
+,3718,8939,4984,2950,13804,181,8016,14542,9291,3252,10541,3794,5894,8346,1066
+,8961,14064,10226,1963,6055,2571,5377,5911,10104,6871,6672,10397,11354,10988,1553
+,13236,6270,11524,10742,4892,8020,11383,1218,2453,13426,60,12028,4677,7259,11465
+,14263,11637,327,4588,6993,11700,1877,2294,7892,3934,11120,9423,10374,2087,5145
+,12709,14781,9134,4397,2221,13247,10459,1478,9082,2362,4560,8463,10865,7059,5213
+,14897,1985,10390,2366,1230,6707,8741,7518,10203,9505,11925,9731,10605,1991,2594
+,1256,8444,5170,12516,1266,7469,3981,8996,4210,942,10820,7124,11054,10975,13620
+,4298,4208,13884,391,5304,8828,543,12741,10096,6473,2480,2620,14940,10149,10515
+,3829,8932,6578,11845,8397,8516,3736,3844,507,10614,13393,8142,8239,6953,8138
+,5959,8355,13373,8258,8163,2328,11140,14015,7792,6613,13467,14531,14038,14748,1522
-,3703,7566,4087,14363,11190,8146,11413,6429,3521,303,9542,14952,13619,9376,3930
+,4028,6737,2312,10216,7209,2462,11321,1948,4368,5816,11046,12183,4019,10424,5468
+,14694,8428,5430,14854,1262,10283,12874,11117,3924,4632,2173,8897,6405,11707,11304
+,8941,1954,9952,2804,4640,7666,7025,2824,5781,10349,13077,90,13871,1241,14146
+,4502,1297,6806,2781,2469,13686,3179,2242,2080,2836,5398,1855,141,4012,8222
+,538,8015,6,10872,3135,10222,1320,11218,12050,4065,12603,13722,13848,14181,6460
+,3750,6558,9747,6156,10977,14784,7989,14267,9424,2242,8816,11970,4709,8352,7167
+,4290,12027,685,5969,14699,13726,12958,477,402,5262,2657,7639,3718,7268,3769
+,4677,13196,2788,4881,3131,9129,3903,8104,9501,4659,5410,12446,10567,7213,196
+,10486,13404,14518,13606,8413,14818,9126,12660,9397,4135,5767,8665,10767,7231,1822
+,410,7441,8927,8518,214,5346,4986,12229,14782,3448,3147,7878,10772,14069,4457
+,9167,4614,618,12777,786,11340,13723,555,1489,12154,2582,2968,7562,7549,6760
+,11374,1594,45,1901,11084,8788,5690,3516,8642,11118,14265,3997,5827,5610,14553
+,8834,13323,11350,7399,8225,13140,11670,9082,6405,1686,7858,9228,3236,2385,8028
+,2278,14612,1172,6275,8183,14364,9990,7808,10344,12115,14876,14990,440,7998,2811
+,8646,2316,7609,7044,7516,1837,5491,9564,14519,12025,13619,14465,8179,1910,83
-,9311,7757,5857,4414,12446,2998,9241,3716,9946,1248,811,7225,1032,14014,1213
+,13791,2476,14179,10653,2993,3314,13869,7107,14675,9660,7818,2366,4466,13825,8008
+,11020,11121,7523,12115,4265,1534,13164,4470,11226,6996,9800,12449,11066,7070,13521
+,2023,491,11483,14073,2114,7892,3172,5032,4072,9414,6950,14498,6698,2413,3614
+,2062,14152,7306,9561,6389,13913,14399,5946,10305,3494,13038,3985,13089,13397,12029
+,14998,11182,10442,3554,13063,14317,1344,3034,8699,14626,5561,6968,7310,14192,413
+,10239,3319,429,13007,3221,5920,2388,14041,14656,7837,6724,7920,10296,10965,13287
+,5918,7556,3245,1902,4433,13568,516,11093,4342,2689,570,4122,1419,12059,2720
+,5773,4267,4057,10025,14047,8141,601,4102,11416,2228,10819,9047,14899,3944,3997
+,9226,7411,11799,954,12488,11679,13567,9964,10869,3639,14648,10489,3300,13286,3945
+,1195,5943,12446,3424,8392,8114,3485,10635,3529,10860,3071,1371,10699,5230,7128
+,11212,8805,3702,6426,3855,10706,126,8878,12945,8885,10559,1100,13458,5044,5554
+,834,8477,1319,3859,13719,1265,7306,5973,12755,14885,3778,9713,2749,14358,4911
+,7339,9297,13655,2498,6902,11011,7933,14537,9347,3460,11252,3599,5301,3333,11693
+,11078,5305,13643,14439,9841,10634,9784,5101,13387,198,882,3378,7163,12726,13563
+,10505,6820,2182,11817,5831,11092,7386,10188,10207,769,5818,488,6418,3438,5792
-,9347,9195,1581,14676,7502,6413,956,13822,3433,2188,9575,8464,7238,8635,7082
+,10050,14605,3562,9982,3242,4317,10226,11227,838,9566,10879,978,7368,8726,8527
+,6984,7555,1086,1775,7829,2124,5732,11813,10958,683,1921,308,10826,4167,589
+,13852,9846,5349,8340,7027,12604,8649,3145,12221,7730,14252,9438,14379,534,13302
+,7554,13798,849,14255,12221,3445,4414,11034,7411,11648,12527,13853,1710,10614,6768
+,13919,3268,9390,3869,411,8535,5558,2932,7837,6611,12018,3788,9587,1429,10320
+,7035,6300,14131,11312,13457,5361,3265,2705,2753,7603,1458,9494,3479,445,5583
+,14296,12312,11790,4149,12237,686,7378,13172,14645,14980,11873,10958,474,6322,13825
+,619,2577,12719,11395,2111,10492,14808,6222,6763,9478,3816,127,567,4217,8980
+,10450,4804,6533,4611,951,5548,8684,6607,8840,1600,7014,14584,2398,4927,7294
+,9413,10508,4285,14412,10605,7015,1286,10417,11442,2202,8892,1154,10513,7583,7164
+,10730,2308,6878,5328,9857,3772,518,12106,2770,8049,5439,10922,5425,14434,8223
+,2422,5207,13611,12520,12702,4842,13754,5886,484,12436,9554,14013,849,11241,13590
+,2572,8999,10232,1872,10396,7523,3663,9881,14308,5543,7263,12518,13224,12253,2477
+,3443,4869,8500,10429,12272,6643,5430,14851,9005,3507,1453,9647,3644,7646,3761
+,12450,7214,11296,13956,425,10245,11825,13752,133,13916,7031,10544,533,1319,1758
-,13533,1763,8825,12832,14997,3278,9666,9850,13554,11279,14276,12224,13655,8529,786
+,5043,6728,6505,747,9069,13139,14189,9854,13277,13747,7352,8118,3419,5017,6864
+,2254,13613,4565,5164,5489,10114,12932,1632,8775,2104,1474,8043,850,10859,5919
+,7398,2864,8186,9871,614,7666,4479,9933,10247,10276,8182,4828,6664,12178,2177
+,10163,10567,4565,14442,7172,786,663,2927,5647,9960,2256,832,8833,11654,6799
+,6852,10109,3687,6026,4490,5718,3644,6032,9179,14246,10919,7153,6897,14791,3308
+,6790,9649,807,13389,14690,2563,6669,7586,3142,1274,7800,7095,9582,3622,338
+,14995,735,10136,11818,12315,1756,11007,13363,1758,4552,6984,14149,9652,14565,10391
+,8550,2296,14009,347,7330,3398,5962,5163,14983,7929,5583,5314,14114,6325,7515
+,11919,3662,10351,8963,7686,1769,12993,12940,1480,511,14037,1369,12746,4087,10437
+,7300,14559,8681,9254,10037,14626,9978,4862,1689,5388,1584,10995,8840,12328,6168
+,7922,7616,13423,10857,7723,12529,7987,582,14624,3720,13210,6916,3114,5569,6152
+,6111,13736,6534,541,6679,704,1698,11699,8894,9472,9283,13474,499,2776,11911
+,741,1996,4457,4955,996,2704,2188,10759,2939,13682,2592,4583,10480,2932,13254
+,11130,13325,4973,6907,1795,9321,12156,2333,1098,5269,9560,2619,12986,13892,2053
+,6107,4935,8787,5938,10549,12659,1201,7973,6635,8424,8920,12168,2454,12688,2849
-,6641,1261,13695,13920,13467,11143,11766,12188,5853,5453,13588,10253,1627,4981,8075
+,14557,7756,8420,2393,10994,7387,5867,9741,6090,13077,2568,1611,11049,9156,12414
+,13708,9070,7941,748,13107,14727,4924,8848,10155,4235,12775,9712,3496,6331,2610
+,10011,11299,8799,6586,8958,5392,1407,2048,12303,1019,1597,11513,1476,14670,3550
+,4836,6036,1176,14346,8428,11092,2760,10756,697,5759,7925,14832,2704,2655,14960
+,9933,7094,7673,13155,10455,4479,4546,8188,8319,10898,4792,8457,10717,10516,6614
+,14074,5646,2470,12818,12800,556,14711,2221,2872,11513,11201,11822,6069,644,8738
+,4918,4443,4633,7933,1769,2515,6950,359,5777,2751,3066,6517,2210,3318,10779
+,4386,7028,7350,12605,1368,9261,4250,5765,13088,10824,9382,4589,3482,4284,3410
+,4987,8681,11676,5552,3861,1584,1585,6888,12753,4807,2967,3031,6531,5357,12827
+,9706,12908,11604,7867,6353,3214,6264,5197,13217,12241,3324,8030,11382,8220,6853
+,12829,10935,7855,12983,8281,12285,4104,14221,14608,6182,1269,1205,1786,4910,7568
+,6827,6183,9,6260,9824,9172,49,6749,13703,14011,11411,9421,14206,9134,10001
+,3643,2022,8278,11970,1254,3280,13825,822,14587,14242,10790,2925,7627,13937,10609
+,13988,11646,5798,8452,12439,3667,3484,9427,3945,4837,3627,986,10735,13474,8170
+,12587,8884,7006,981,2683,8832,6726,9612,12587,7759,8304,5871,5260,11167,800
-,5426,5210,8112,1859,12471,7555,13532,13876,7622,8013,6550,2272,13533,7654,3396
+,13666,12795,13468,14737,1291,10407,7464,3775,6986,13262,4588,3024,13150,13165,7607
+,23,11400,12422,427,12775,8220,2921,3094,12553,6030,6264,13500,7131,11702,3306
+,5767,8547,8721,10109,5444,5085,4326,9288,13260,9730,1159,8216,5493,219,10718
+,12767,610,13734,1413,2003,9436,11662,11818,3248,12078,1123,7114,3965,6712,5462
+,9937,6493,5275,9010,10625,8923,4391,10740,886,10538,10681,2963,606,12803,10117
+,4152,852,3751,11742,4213,5646,4623,8856,2973,12176,8390,11720,7124,13117,9260
+,1878,2790,13255,2709,7127,7649,11236,14213,12749,12055,9265,6324,3429,11985,12277
+,13182,10745,2616,9079,5932,3467,14100,6405,8736,7579,502,4276,8781,2519,11327
+,1584,8545,11101,7559,5590,7682,2438,9281,12283,12598,12332,12517,528,2600,683
